Gap Start,Gap End,Gap (min),Category
2021-02-09 15:59,2021-02-09 17:00,61,Daily Maintenance
2021-02-10 15:14,2021-02-10 15:30,16,Settlement Window
2021-02-10 15:59,2021-02-10 17:00,61,Daily Maintenance
2021-02-10 23:44,2021-02-10 23:46,2,Minor (2-5 min)
2021-02-11 15:14,2021-02-11 15:30,16,Settlement Window
2021-02-11 15:59,2021-02-11 17:00,61,Daily Maintenance
2021-02-12 15:14,2021-02-12 15:30,16,Settlement Window
2021-02-12 15:59,2021-02-14 17:00,2941,Weekend / Holiday
2021-02-15 08:01,2021-02-15 08:03,2,Minor (2-5 min)
2021-02-15 11:59,2021-02-15 17:00,301,Holiday Early Close
2021-02-16 15:14,2021-02-16 15:30,16,Settlement Window
2021-02-16 15:59,2021-02-16 17:00,61,Daily Maintenance
2021-02-17 15:14,2021-02-17 15:30,16,Settlement Window
2021-02-17 15:59,2021-02-17 17:00,61,Daily Maintenance
2021-02-18 15:14,2021-02-18 15:30,16,Settlement Window
2021-02-18 15:59,2021-02-18 17:00,61,Daily Maintenance
2021-02-19 15:14,2021-02-19 15:30,16,Settlement Window
2021-02-19 15:59,2021-02-21 17:00,2941,Weekend / Holiday
2021-02-22 15:14,2021-02-22 15:30,16,Settlement Window
2021-02-22 15:59,2021-02-22 17:00,61,Daily Maintenance
2021-02-23 15:14,2021-02-23 15:30,16,Settlement Window
2021-02-23 15:59,2021-02-23 17:00,61,Daily Maintenance
2021-02-24 15:14,2021-02-24 15:30,16,Settlement Window
2021-02-24 15:59,2021-02-24 17:00,61,Daily Maintenance
2021-02-25 15:14,2021-02-25 15:30,16,Settlement Window
2021-02-25 15:59,2021-02-25 17:00,61,Daily Maintenance
2021-02-26 15:14,2021-02-26 15:30,16,Settlement Window
2021-02-26 15:59,2021-02-28 17:00,2941,Weekend / Holiday
2021-03-01 15:14,2021-03-01 15:30,16,Settlement Window
2021-03-01 15:59,2021-03-01 17:00,61,Daily Maintenance
2021-03-02 15:14,2021-03-02 15:30,16,Settlement Window
2021-03-02 15:59,2021-03-02 17:00,61,Daily Maintenance
2021-03-03 15:14,2021-03-03 15:30,16,Settlement Window
2021-03-03 15:59,2021-03-03 17:00,61,Daily Maintenance
2021-03-04 15:14,2021-03-04 15:30,16,Settlement Window
2021-03-04 15:59,2021-03-04 17:00,61,Daily Maintenance
2021-03-05 15:14,2021-03-05 15:30,16,Settlement Window
2021-03-05 15:59,2021-03-07 17:00,2941,Weekend / Holiday
2021-03-08 15:14,2021-03-08 15:30,16,Settlement Window
2021-03-08 15:59,2021-03-08 17:00,61,Daily Maintenance
2021-03-09 15:14,2021-03-09 15:30,16,Settlement Window
2021-03-09 15:59,2021-03-09 17:00,61,Daily Maintenance
2021-03-10 15:14,2021-03-10 15:30,16,Settlement Window
2021-03-10 15:59,2021-03-10 17:00,61,Daily Maintenance
2021-03-11 15:14,2021-03-11 15:30,16,Settlement Window
2021-03-11 15:59,2021-03-11 17:00,61,Daily Maintenance
2021-03-12 15:14,2021-03-12 15:30,16,Settlement Window
2021-03-12 15:59,2021-03-14 17:00,2941,Weekend / Holiday
2021-03-15 15:14,2021-03-15 15:30,16,Settlement Window
2021-03-15 15:59,2021-03-15 17:00,61,Daily Maintenance
2021-03-16 15:14,2021-03-16 15:30,16,Settlement Window
2021-03-16 15:59,2021-03-16 17:00,61,Daily Maintenance
2021-03-17 15:14,2021-03-17 15:30,16,Settlement Window
2021-03-17 15:59,2021-03-17 17:00,61,Daily Maintenance
2021-03-18 15:14,2021-03-18 15:30,16,Settlement Window
2021-03-18 15:59,2021-03-18 17:00,61,Daily Maintenance
2021-03-19 15:14,2021-03-19 15:30,16,Settlement Window
2021-03-19 15:59,2021-03-21 17:00,2941,Weekend / Holiday
2021-03-22 15:14,2021-03-22 15:30,16,Settlement Window
2021-03-22 15:59,2021-03-22 17:00,61,Daily Maintenance
2021-03-23 15:14,2021-03-23 15:30,16,Settlement Window
2021-03-23 15:59,2021-03-23 17:00,61,Daily Maintenance
2021-03-24 15:14,2021-03-24 15:30,16,Settlement Window
2021-03-24 15:59,2021-03-24 17:00,61,Daily Maintenance
2021-03-24 23:19,2021-03-24 23:21,2,Minor (2-5 min)
2021-03-25 15:14,2021-03-25 15:30,16,Settlement Window
2021-03-25 15:59,2021-03-25 17:00,61,Daily Maintenance
2021-03-26 15:14,2021-03-26 15:30,16,Settlement Window
2021-03-26 15:59,2021-03-28 17:00,2941,Weekend / Holiday
2021-03-29 15:14,2021-03-29 15:30,16,Settlement Window
2021-03-29 15:59,2021-03-29 17:00,61,Daily Maintenance
2021-03-30 15:14,2021-03-30 15:30,16,Settlement Window
2021-03-30 15:59,2021-03-30 17:00,61,Daily Maintenance
2021-03-30 23:04,2021-03-30 23:06,2,Minor (2-5 min)
2021-03-31 15:14,2021-03-31 15:30,16,Settlement Window
2021-03-31 15:59,2021-03-31 17:00,61,Daily Maintenance
2021-04-01 15:14,2021-04-01 15:30,16,Settlement Window
2021-04-01 15:59,2021-04-01 17:00,61,Daily Maintenance
2021-04-01 17:44,2021-04-01 17:46,2,Minor (2-5 min)
2021-04-02 03:49,2021-04-02 03:51,2,Minor (2-5 min)
2021-04-02 04:32,2021-04-02 04:34,2,Minor (2-5 min)
2021-04-02 04:55,2021-04-02 04:57,2,Minor (2-5 min)
2021-04-02 06:52,2021-04-02 06:54,2,Minor (2-5 min)
2021-04-02 08:14,2021-04-04 17:00,3406,Weekend / Holiday
2021-04-05 15:14,2021-04-05 15:30,16,Settlement Window
2021-04-05 15:59,2021-04-05 17:00,61,Daily Maintenance
2021-04-06 15:14,2021-04-06 15:30,16,Settlement Window
2021-04-06 15:59,2021-04-06 17:00,61,Daily Maintenance
2021-04-07 15:14,2021-04-07 15:30,16,Settlement Window
2021-04-07 15:59,2021-04-07 17:00,61,Daily Maintenance
2021-04-08 15:14,2021-04-08 15:30,16,Settlement Window
2021-04-08 15:59,2021-04-08 17:00,61,Daily Maintenance
2021-04-09 15:14,2021-04-09 15:30,16,Settlement Window
2021-04-09 15:59,2021-04-11 17:00,2941,Weekend / Holiday
2021-04-12 15:14,2021-04-12 15:30,16,Settlement Window
2021-04-12 15:59,2021-04-12 17:00,61,Daily Maintenance
2021-04-13 15:14,2021-04-13 15:30,16,Settlement Window
2021-04-13 15:59,2021-04-13 17:00,61,Daily Maintenance
2021-04-14 15:14,2021-04-14 15:30,16,Settlement Window
2021-04-14 15:59,2021-04-14 17:00,61,Daily Maintenance
2021-04-15 15:14,2021-04-15 15:30,16,Settlement Window
2021-04-15 15:59,2021-04-15 17:00,61,Daily Maintenance
2021-04-16 15:14,2021-04-16 15:30,16,Settlement Window
2021-04-16 15:59,2021-04-18 17:00,2941,Weekend / Holiday
2021-04-19 15:14,2021-04-19 15:30,16,Settlement Window
2021-04-19 15:59,2021-04-19 17:00,61,Daily Maintenance
2021-04-20 15:14,2021-04-20 15:30,16,Settlement Window
2021-04-20 15:59,2021-04-20 17:00,61,Daily Maintenance
2021-04-21 15:14,2021-04-21 15:30,16,Settlement Window
2021-04-21 15:59,2021-04-21 17:00,61,Daily Maintenance
2021-04-22 15:14,2021-04-22 15:30,16,Settlement Window
2021-04-22 15:59,2021-04-22 17:00,61,Daily Maintenance
2021-04-23 15:14,2021-04-23 15:30,16,Settlement Window
2021-04-23 15:59,2021-04-25 17:00,2941,Weekend / Holiday
2021-04-26 15:14,2021-04-26 15:30,16,Settlement Window
2021-04-26 15:59,2021-04-26 17:00,61,Daily Maintenance
2021-04-27 15:14,2021-04-27 15:30,16,Settlement Window
2021-04-27 15:59,2021-04-27 17:00,61,Daily Maintenance
2021-04-28 15:14,2021-04-28 15:30,16,Settlement Window
2021-04-28 15:59,2021-04-28 17:00,61,Daily Maintenance
2021-04-29 15:14,2021-04-29 15:30,16,Settlement Window
2021-04-29 15:59,2021-04-29 17:00,61,Daily Maintenance
2021-04-30 15:14,2021-04-30 15:30,16,Settlement Window
2021-04-30 15:59,2021-05-02 17:00,2941,Weekend / Holiday
2021-05-03 15:14,2021-05-03 15:30,16,Settlement Window
2021-05-03 15:59,2021-05-03 17:00,61,Daily Maintenance
2021-05-04 15:14,2021-05-04 15:30,16,Settlement Window
2021-05-04 15:59,2021-05-04 17:00,61,Daily Maintenance
2021-05-04 23:53,2021-05-04 23:55,2,Minor (2-5 min)
2021-05-05 15:14,2021-05-05 15:30,16,Settlement Window
2021-05-05 15:59,2021-05-05 17:00,61,Daily Maintenance
2021-05-06 08:33,2021-05-06 08:36,3,Minor (2-5 min)
2021-05-06 10:24,2021-05-06 10:27,3,Minor (2-5 min)
2021-05-06 15:14,2021-05-06 15:30,16,Settlement Window
2021-05-06 15:59,2021-05-06 17:00,61,Daily Maintenance
2021-05-07 15:14,2021-05-07 15:30,16,Settlement Window
2021-05-07 15:59,2021-05-09 17:00,2941,Weekend / Holiday
2021-05-10 15:14,2021-05-10 15:30,16,Settlement Window
2021-05-10 15:59,2021-05-10 17:00,61,Daily Maintenance
2021-05-11 15:14,2021-05-11 15:30,16,Settlement Window
2021-05-11 15:59,2021-05-11 17:00,61,Daily Maintenance
2021-05-12 15:14,2021-05-12 15:30,16,Settlement Window
2021-05-12 15:59,2021-05-12 17:00,61,Daily Maintenance
2021-05-13 15:14,2021-05-13 15:30,16,Settlement Window
2021-05-13 15:59,2021-05-13 17:00,61,Daily Maintenance
2021-05-14 15:14,2021-05-14 15:30,16,Settlement Window
2021-05-14 15:59,2021-05-16 17:00,2941,Weekend / Holiday
2021-05-17 15:14,2021-05-17 15:30,16,Settlement Window
2021-05-17 15:59,2021-05-17 17:00,61,Daily Maintenance
2021-05-17 18:20,2021-05-17 18:22,2,Minor (2-5 min)
2021-05-18 15:14,2021-05-18 15:30,16,Settlement Window
2021-05-18 15:59,2021-05-18 17:00,61,Daily Maintenance
2021-05-19 15:14,2021-05-19 15:30,16,Settlement Window
2021-05-19 15:59,2021-05-19 17:00,61,Daily Maintenance
2021-05-20 15:14,2021-05-20 15:30,16,Settlement Window
2021-05-20 15:59,2021-05-20 17:00,61,Daily Maintenance
2021-05-21 15:14,2021-05-21 15:30,16,Settlement Window
2021-05-21 15:59,2021-05-23 17:00,2941,Weekend / Holiday
2021-05-24 15:14,2021-05-24 15:30,16,Settlement Window
2021-05-24 15:59,2021-05-24 17:00,61,Daily Maintenance
2021-05-25 15:14,2021-05-25 15:30,16,Settlement Window
2021-05-25 15:59,2021-05-25 17:00,61,Daily Maintenance
2021-05-26 15:14,2021-05-26 15:30,16,Settlement Window
2021-05-26 15:59,2021-05-26 17:00,61,Daily Maintenance
2021-05-27 15:14,2021-05-27 15:30,16,Settlement Window
2021-05-27 15:59,2021-05-27 17:00,61,Daily Maintenance
2021-05-28 15:14,2021-05-28 15:30,16,Settlement Window
2021-05-28 15:59,2021-05-30 17:00,2941,Weekend / Holiday
2021-05-30 17:37,2021-05-30 17:39,2,Minor (2-5 min)
2021-05-30 22:52,2021-05-30 22:54,2,Minor (2-5 min)
2021-05-30 22:56,2021-05-30 22:58,2,Minor (2-5 min)
2021-05-30 23:37,2021-05-30 23:39,2,Minor (2-5 min)
2021-05-31 11:59,2021-05-31 17:00,301,Holiday Early Close
2021-06-01 15:14,2021-06-01 15:30,16,Settlement Window
2021-06-01 15:59,2021-06-01 17:00,61,Daily Maintenance
2021-06-02 15:14,2021-06-02 15:30,16,Settlement Window
2021-06-02 15:59,2021-06-02 17:00,61,Daily Maintenance
2021-06-02 17:58,2021-06-02 18:00,2,Minor (2-5 min)
2021-06-03 15:14,2021-06-03 15:30,16,Settlement Window
2021-06-03 15:59,2021-06-03 17:00,61,Daily Maintenance
2021-06-04 15:14,2021-06-04 15:30,16,Settlement Window
2021-06-04 15:59,2021-06-06 17:00,2941,Weekend / Holiday
2021-06-07 15:14,2021-06-07 15:30,16,Settlement Window
2021-06-07 15:59,2021-06-07 17:00,61,Daily Maintenance
2021-06-08 15:14,2021-06-08 15:30,16,Settlement Window
2021-06-08 15:59,2021-06-08 17:00,61,Daily Maintenance
2021-06-09 15:14,2021-06-09 15:30,16,Settlement Window
2021-06-09 15:59,2021-06-09 17:00,61,Daily Maintenance
2021-06-10 15:14,2021-06-10 15:30,16,Settlement Window
2021-06-10 15:59,2021-06-10 17:00,61,Daily Maintenance
2021-06-10 22:30,2021-06-10 22:32,2,Minor (2-5 min)
2021-06-11 15:14,2021-06-11 15:30,16,Settlement Window
2021-06-11 15:59,2021-06-13 17:00,2941,Weekend / Holiday
2021-06-13 23:22,2021-06-13 23:24,2,Minor (2-5 min)
2021-06-14 00:07,2021-06-14 00:09,2,Minor (2-5 min)
2021-06-14 15:14,2021-06-14 15:30,16,Settlement Window
2021-06-14 15:59,2021-06-14 17:00,61,Daily Maintenance
2021-06-15 15:14,2021-06-15 15:30,16,Settlement Window
2021-06-15 15:59,2021-06-15 17:00,61,Daily Maintenance
2021-06-15 17:11,2021-06-15 17:13,2,Minor (2-5 min)
2021-06-16 15:14,2021-06-16 15:30,16,Settlement Window
2021-06-16 15:59,2021-06-16 17:00,61,Daily Maintenance
2021-06-17 15:14,2021-06-17 15:30,16,Settlement Window
2021-06-17 15:59,2021-06-17 17:00,61,Daily Maintenance
2021-06-18 15:14,2021-06-18 15:30,16,Settlement Window
2021-06-18 15:59,2021-06-20 17:00,2941,Weekend / Holiday
2021-06-21 15:14,2021-06-21 15:30,16,Settlement Window
2021-06-21 15:59,2021-06-21 17:00,61,Daily Maintenance
2021-06-22 15:14,2021-06-22 15:30,16,Settlement Window
2021-06-22 15:59,2021-06-22 17:00,61,Daily Maintenance
2021-06-23 15:14,2021-06-23 15:30,16,Settlement Window
2021-06-23 15:59,2021-06-23 17:00,61,Daily Maintenance
2021-06-23 18:05,2021-06-23 18:07,2,Minor (2-5 min)
2021-06-24 15:14,2021-06-24 15:30,16,Settlement Window
2021-06-24 15:59,2021-06-24 17:00,61,Daily Maintenance
2021-06-25 15:14,2021-06-25 15:30,16,Settlement Window
2021-06-25 15:59,2021-06-27 17:00,2941,Weekend / Holiday
2021-06-28 15:59,2021-06-28 17:00,61,Daily Maintenance
2021-06-29 15:59,2021-06-29 17:00,61,Daily Maintenance
2021-06-30 15:59,2021-06-30 17:00,61,Daily Maintenance
2021-07-01 15:59,2021-07-01 17:00,61,Daily Maintenance
2021-07-02 15:59,2021-07-04 17:00,2941,Weekend / Holiday
2021-07-05 11:59,2021-07-05 17:00,301,Holiday Early Close
2021-07-06 15:59,2021-07-06 17:00,61,Daily Maintenance
2021-07-07 15:59,2021-07-07 17:00,61,Daily Maintenance
2021-07-08 15:59,2021-07-08 17:00,61,Daily Maintenance
2021-07-09 15:59,2021-07-11 17:00,2941,Weekend / Holiday
2021-07-12 15:59,2021-07-12 17:00,61,Daily Maintenance
2021-07-12 22:06,2021-07-12 22:08,2,Minor (2-5 min)
2021-07-13 15:59,2021-07-13 17:00,61,Daily Maintenance
2021-07-14 15:59,2021-07-14 17:00,61,Daily Maintenance
2021-07-14 18:29,2021-07-14 18:31,2,Minor (2-5 min)
2021-07-15 15:59,2021-07-15 17:00,61,Daily Maintenance
2021-07-16 15:59,2021-07-18 17:00,2941,Weekend / Holiday
2021-07-19 15:59,2021-07-19 17:00,61,Daily Maintenance
2021-07-20 15:59,2021-07-20 17:00,61,Daily Maintenance
2021-07-21 15:59,2021-07-21 17:00,61,Daily Maintenance
2021-07-22 15:59,2021-07-22 17:00,61,Daily Maintenance
2021-07-23 15:59,2021-07-25 17:00,2941,Weekend / Holiday
2021-07-26 15:59,2021-07-26 17:00,61,Daily Maintenance
2021-07-26 18:52,2021-07-26 18:54,2,Minor (2-5 min)
2021-07-26 21:57,2021-07-26 21:59,2,Minor (2-5 min)
2021-07-27 15:59,2021-07-27 17:00,61,Daily Maintenance
2021-07-28 15:59,2021-07-28 17:00,61,Daily Maintenance
2021-07-29 15:59,2021-07-29 17:00,61,Daily Maintenance
2021-07-30 15:59,2021-08-01 17:00,2941,Weekend / Holiday
2021-08-02 15:59,2021-08-02 17:00,61,Daily Maintenance
2021-08-03 15:59,2021-08-03 17:00,61,Daily Maintenance
2021-08-04 15:59,2021-08-04 17:00,61,Daily Maintenance
2021-08-05 15:59,2021-08-05 17:00,61,Daily Maintenance
2021-08-06 15:59,2021-08-08 17:00,2941,Weekend / Holiday
2021-08-09 15:59,2021-08-09 17:00,61,Daily Maintenance
2021-08-10 15:59,2021-08-10 17:00,61,Daily Maintenance
2021-08-11 15:59,2021-08-11 17:00,61,Daily Maintenance
2021-08-12 15:59,2021-08-12 17:00,61,Daily Maintenance
2021-08-12 18:25,2021-08-12 18:27,2,Minor (2-5 min)
2021-08-13 15:59,2021-08-15 17:00,2941,Weekend / Holiday
2021-08-16 15:59,2021-08-16 17:00,61,Daily Maintenance
2021-08-17 15:59,2021-08-17 17:00,61,Daily Maintenance
2021-08-18 15:59,2021-08-18 17:00,61,Daily Maintenance
2021-08-19 15:59,2021-08-19 17:00,61,Daily Maintenance
2021-08-20 15:59,2021-08-22 17:00,2941,Weekend / Holiday
2021-08-23 15:59,2021-08-23 17:00,61,Daily Maintenance
2021-08-24 15:59,2021-08-24 17:00,61,Daily Maintenance
2021-08-25 15:59,2021-08-25 17:00,61,Daily Maintenance
2021-08-26 15:59,2021-08-26 17:00,61,Daily Maintenance
2021-08-27 15:59,2021-08-29 17:00,2941,Weekend / Holiday
2021-08-30 15:59,2021-08-30 17:00,61,Daily Maintenance
2021-08-31 15:59,2021-08-31 17:00,61,Daily Maintenance
2021-09-01 15:59,2021-09-01 17:00,61,Daily Maintenance
2021-09-02 15:59,2021-09-02 17:00,61,Daily Maintenance
2021-09-03 15:59,2021-09-05 17:00,2941,Weekend / Holiday
2021-09-05 17:54,2021-09-05 17:56,2,Minor (2-5 min)
2021-09-05 17:57,2021-09-05 17:59,2,Minor (2-5 min)
2021-09-05 18:17,2021-09-05 18:19,2,Minor (2-5 min)
2021-09-05 23:25,2021-09-05 23:27,2,Minor (2-5 min)
2021-09-06 11:59,2021-09-06 17:00,301,Holiday Early Close
2021-09-06 18:04,2021-09-06 18:06,2,Minor (2-5 min)
2021-09-07 15:59,2021-09-07 17:00,61,Daily Maintenance
2021-09-08 15:59,2021-09-08 17:00,61,Daily Maintenance
2021-09-09 15:59,2021-09-09 17:00,61,Daily Maintenance
2021-09-09 23:10,2021-09-09 23:12,2,Minor (2-5 min)
2021-09-10 15:59,2021-09-12 17:00,2941,Weekend / Holiday
2021-09-13 15:59,2021-09-13 17:00,61,Daily Maintenance
2021-09-13 18:08,2021-09-13 18:10,2,Minor (2-5 min)
2021-09-14 15:59,2021-09-14 17:00,61,Daily Maintenance
2021-09-15 15:59,2021-09-15 17:00,61,Daily Maintenance
2021-09-16 15:59,2021-09-16 17:00,61,Daily Maintenance
2021-09-17 15:59,2021-09-19 17:00,2941,Weekend / Holiday
2021-09-20 15:59,2021-09-20 17:00,61,Daily Maintenance
2021-09-21 15:59,2021-09-21 17:00,61,Daily Maintenance
2021-09-22 15:59,2021-09-22 17:00,61,Daily Maintenance
2021-09-23 15:59,2021-09-23 17:00,61,Daily Maintenance
2021-09-24 15:59,2021-09-26 17:00,2941,Weekend / Holiday
2021-09-27 15:59,2021-09-27 17:00,61,Daily Maintenance
2021-09-28 15:59,2021-09-28 17:00,61,Daily Maintenance
2021-09-29 15:59,2021-09-29 17:00,61,Daily Maintenance
2021-09-30 15:59,2021-09-30 17:00,61,Daily Maintenance
2021-10-01 15:59,2021-10-03 17:00,2941,Weekend / Holiday
2021-10-04 15:59,2021-10-04 17:00,61,Daily Maintenance
2021-10-05 15:59,2021-10-05 17:00,61,Daily Maintenance
2021-10-06 03:08,2021-10-06 03:18,10,Significant
2021-10-06 15:59,2021-10-06 17:00,61,Daily Maintenance
2021-10-07 15:59,2021-10-07 17:00,61,Daily Maintenance
2021-10-08 15:59,2021-10-10 17:00,2941,Weekend / Holiday
2021-10-11 15:59,2021-10-11 17:00,61,Daily Maintenance
2021-10-12 15:59,2021-10-12 17:00,61,Daily Maintenance
2021-10-13 15:59,2021-10-13 17:00,61,Daily Maintenance
2021-10-13 23:23,2021-10-13 23:25,2,Minor (2-5 min)
2021-10-14 15:59,2021-10-14 17:00,61,Daily Maintenance
2021-10-15 15:59,2021-10-17 17:00,2941,Weekend / Holiday
2021-10-18 15:59,2021-10-18 17:00,61,Daily Maintenance
2021-10-19 15:59,2021-10-19 17:00,61,Daily Maintenance
2021-10-20 15:59,2021-10-20 17:00,61,Daily Maintenance
2021-10-21 15:59,2021-10-21 17:00,61,Daily Maintenance
2021-10-22 15:59,2021-10-24 17:00,2941,Weekend / Holiday
2021-10-25 15:59,2021-10-25 17:00,61,Daily Maintenance
2021-10-26 15:59,2021-10-26 17:00,61,Daily Maintenance
2021-10-27 15:59,2021-10-27 17:00,61,Daily Maintenance
2021-10-28 15:59,2021-10-28 17:00,61,Daily Maintenance
2021-10-29 15:59,2021-10-31 17:00,2941,Weekend / Holiday
2021-10-31 23:32,2021-10-31 23:34,2,Minor (2-5 min)
2021-11-01 15:59,2021-11-01 17:00,61,Daily Maintenance
2021-11-02 15:59,2021-11-02 17:00,61,Daily Maintenance
2021-11-03 15:59,2021-11-03 17:00,61,Daily Maintenance
2021-11-04 15:59,2021-11-04 17:00,61,Daily Maintenance
2021-11-05 15:59,2021-11-07 17:00,2941,Weekend / Holiday
2021-11-07 23:25,2021-11-07 23:27,2,Minor (2-5 min)
2021-11-08 15:59,2021-11-08 17:00,61,Daily Maintenance
2021-11-09 15:59,2021-11-09 17:00,61,Daily Maintenance
2021-11-10 15:59,2021-11-10 17:00,61,Daily Maintenance
2021-11-11 15:59,2021-11-11 17:00,61,Daily Maintenance
2021-11-12 15:59,2021-11-14 17:00,2941,Weekend / Holiday
2021-11-15 15:59,2021-11-15 17:00,61,Daily Maintenance
2021-11-16 15:59,2021-11-16 17:00,61,Daily Maintenance
2021-11-17 15:59,2021-11-17 17:00,61,Daily Maintenance
2021-11-18 15:59,2021-11-18 17:00,61,Daily Maintenance
2021-11-19 15:59,2021-11-21 17:00,2941,Weekend / Holiday
2021-11-22 15:59,2021-11-22 17:00,61,Daily Maintenance
2021-11-23 15:59,2021-11-23 17:00,61,Daily Maintenance
2021-11-24 15:59,2021-11-24 17:00,61,Daily Maintenance
2021-11-25 11:59,2021-11-25 17:00,301,Holiday Early Close
2021-11-26 12:14,2021-11-28 17:00,3166,Weekend / Holiday
2021-11-29 15:59,2021-11-29 17:00,61,Daily Maintenance
2021-11-30 15:59,2021-11-30 17:00,61,Daily Maintenance
2021-12-01 15:59,2021-12-01 17:00,61,Daily Maintenance
2021-12-02 15:59,2021-12-02 17:00,61,Daily Maintenance
2021-12-03 15:59,2021-12-05 17:00,2941,Weekend / Holiday
2021-12-06 15:59,2021-12-06 17:00,61,Daily Maintenance
2021-12-07 15:59,2021-12-07 17:00,61,Daily Maintenance
2021-12-08 15:59,2021-12-08 17:00,61,Daily Maintenance
2021-12-09 00:16,2021-12-09 00:18,2,Minor (2-5 min)
2021-12-09 15:59,2021-12-09 17:00,61,Daily Maintenance
2021-12-09 21:54,2021-12-09 21:56,2,Minor (2-5 min)
2021-12-10 15:59,2021-12-12 17:00,2941,Weekend / Holiday
2021-12-12 17:28,2021-12-12 17:30,2,Minor (2-5 min)
2021-12-13 15:59,2021-12-13 17:00,61,Daily Maintenance
2021-12-14 15:59,2021-12-14 17:00,61,Daily Maintenance
2021-12-15 15:59,2021-12-15 17:00,61,Daily Maintenance
2021-12-16 15:59,2021-12-16 17:00,61,Daily Maintenance
2021-12-17 15:59,2021-12-19 17:00,2941,Weekend / Holiday
2021-12-20 15:59,2021-12-20 17:00,61,Daily Maintenance
2021-12-21 15:59,2021-12-21 17:00,61,Daily Maintenance
2021-12-22 15:59,2021-12-22 17:00,61,Daily Maintenance
2021-12-22 22:17,2021-12-22 22:19,2,Minor (2-5 min)
2021-12-22 22:28,2021-12-22 22:30,2,Minor (2-5 min)
2021-12-23 15:59,2021-12-26 17:00,4381,Weekend / Holiday
2021-12-27 15:59,2021-12-27 17:00,61,Daily Maintenance
2021-12-28 15:59,2021-12-28 17:00,61,Daily Maintenance
2021-12-29 15:59,2021-12-29 17:00,61,Daily Maintenance
2021-12-30 15:59,2021-12-30 17:00,61,Daily Maintenance
2021-12-31 15:59,2022-01-02 17:00,2941,Weekend / Holiday
2022-01-03 15:59,2022-01-03 17:00,61,Daily Maintenance
2022-01-03 22:12,2022-01-03 22:14,2,Minor (2-5 min)
2022-01-03 22:17,2022-01-03 22:19,2,Minor (2-5 min)
2022-01-04 15:59,2022-01-04 17:00,61,Daily Maintenance
2022-01-05 15:59,2022-01-05 17:00,61,Daily Maintenance
2022-01-06 15:59,2022-01-06 17:00,61,Daily Maintenance
2022-01-07 15:59,2022-01-09 17:00,2941,Weekend / Holiday
2022-01-10 15:59,2022-01-10 17:00,61,Daily Maintenance
2022-01-11 15:59,2022-01-11 17:00,61,Daily Maintenance
2022-01-12 15:59,2022-01-12 17:00,61,Daily Maintenance
2022-01-13 15:59,2022-01-13 17:00,61,Daily Maintenance
2022-01-14 15:59,2022-01-16 17:00,2941,Weekend / Holiday
2022-01-17 11:59,2022-01-17 17:00,301,Holiday Early Close
2022-01-18 15:59,2022-01-18 17:00,61,Daily Maintenance
2022-01-19 15:59,2022-01-19 17:00,61,Daily Maintenance
2022-01-20 15:59,2022-01-20 17:00,61,Daily Maintenance
2022-01-21 15:59,2022-01-23 17:00,2941,Weekend / Holiday
2022-01-24 15:59,2022-01-24 17:00,61,Daily Maintenance
2022-01-25 15:59,2022-01-25 17:00,61,Daily Maintenance
2022-01-26 15:59,2022-01-26 17:00,61,Daily Maintenance
2022-01-27 15:59,2022-01-27 17:00,61,Daily Maintenance
2022-01-28 15:59,2022-01-30 17:00,2941,Weekend / Holiday
2022-01-31 15:59,2022-01-31 17:00,61,Daily Maintenance
2022-02-01 15:59,2022-02-01 17:00,61,Daily Maintenance
2022-02-02 15:59,2022-02-02 17:00,61,Daily Maintenance
2022-02-03 15:59,2022-02-03 17:00,61,Daily Maintenance
2022-02-04 15:59,2022-02-06 17:00,2941,Weekend / Holiday
2022-02-07 15:59,2022-02-07 17:00,61,Daily Maintenance
2022-02-08 15:59,2022-02-08 17:00,61,Daily Maintenance
2022-02-09 15:59,2022-02-09 17:00,61,Daily Maintenance
2022-02-10 15:59,2022-02-10 17:00,61,Daily Maintenance
2022-02-11 15:59,2022-02-13 17:00,2941,Weekend / Holiday
2022-02-14 15:59,2022-02-14 17:00,61,Daily Maintenance
2022-02-15 15:59,2022-02-15 17:00,61,Daily Maintenance
2022-02-15 22:46,2022-02-15 22:48,2,Minor (2-5 min)
2022-02-16 15:59,2022-02-16 17:00,61,Daily Maintenance
2022-02-17 15:59,2022-02-17 17:00,61,Daily Maintenance
2022-02-18 15:59,2022-02-20 17:00,2941,Weekend / Holiday
2022-02-21 11:59,2022-02-21 17:00,301,Holiday Early Close
2022-02-22 15:59,2022-02-22 17:00,61,Daily Maintenance
2022-02-23 15:59,2022-02-23 17:00,61,Daily Maintenance
2022-02-24 15:59,2022-02-24 17:00,61,Daily Maintenance
2022-02-25 15:59,2022-02-27 17:00,2941,Weekend / Holiday
2022-02-28 15:59,2022-02-28 17:00,61,Daily Maintenance
2022-03-01 15:59,2022-03-01 17:00,61,Daily Maintenance
2022-03-02 15:59,2022-03-02 17:00,61,Daily Maintenance
2022-03-03 15:59,2022-03-03 17:00,61,Daily Maintenance
2022-03-04 15:59,2022-03-06 17:00,2941,Weekend / Holiday
2022-03-07 15:59,2022-03-07 17:00,61,Daily Maintenance
2022-03-08 15:59,2022-03-08 17:00,61,Daily Maintenance
2022-03-09 15:59,2022-03-09 17:00,61,Daily Maintenance
